index;k_hex;k_dec;hash160;wif;y_parity;match
57082;40000000000000def9;1180591620717411360505;33aa197431ff161153c6343f77cefa8ec08e0907;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegbWn4qkBA;impar;NÃO
57083;40000000000000defa;1180591620717411360506;f8fe366a28c2029a4e9df85b8394dd1794af8c62;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegc1faW5Rr;par;NÃO
57084;40000000000000defb;1180591620717411360507;36e0fc822090521a80ee974c902659e339fc2f1a;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegcWYTa6Lb;par;NÃO
57085;40000000000000defc;1180591620717411360508;17895c5014db9c4bed5e9317899142119ad24ee1;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegd1St1wSm;impar;NÃO
57086;40000000000000defd;1180591620717411360509;d0519d9f1b02bcd03e4abecad665d1a033017988;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegdWP4u9Hu;par;NÃO
57087;40000000000000defe;1180591620717411360510;ef4de945c2066f4623e0c978d4d7245899d5b11f;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagege1DEvUfE;impar;NÃO
57088;40000000000000deff;1180591620717411360511;4e18f8c38ea153d77be375027af4d90a6efebc30;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegeW63Tdkt;par;NÃO
57089;40000000000000df00;1180591620717411360512;11765014f13f244e34bf682e092b78ab41b906cd;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegf11MPgvF;par;NÃO
57090;40000000000000df01;1180591620717411360513;96665a6050ed968eb40dffd47268b82636a8e366;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegfVv42qYu;impar;NÃO
57091;40000000000000df02;1180591620717411360514;2b54d472a1627923b48ec208ef59470e56fb7576;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegfznvqSVe;par;NÃO
57092;40000000000000df03;1180591620717411360515;4e4ede888ab639e6263f3c7d2f95b30bb19b4833;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageggVdc8BdY;par;NÃO
57093;40000000000000df04;1180591620717411360516;feadb806971cca657035891c4a4646ef4af6f5e8;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageggzWV2M1h;par;NÃO
57094;40000000000000df05;1180591620717411360517;455981134b626f6230edc51642d564e3dae639c9;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageghVNtoDbQ;par;NÃO
57095;40000000000000df06;1180591620717411360518;3382396bd369225928bfce5a421226f248365974;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageghzJR7GWL;par;NÃO
57096;40000000000000df07;1180591620717411360519;3ad6b412878efa0792944a86292fbe81362f6d0e;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegiVACBrGh;impar;NÃO
57097;40000000000000df08;1180591620717411360520;9a960d7624feb4233a2676d2645f68675f8cbcd9;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegiz1h58Rs;impar;NÃO
57098;40000000000000df09;1180591620717411360521;1fcc2a8cd0b3f8025f0c0417d2752033c941cc77;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegjUzuAMjn;impar;NÃO
57099;40000000000000df0a;1180591620717411360522;e4587a1f963e51c646f15da97be4f6e7be02806d;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegjypyHQY1;par;NÃO
57100;40000000000000df0b;1180591620717411360523;12a3cbc5b51416a52a471bf4ba76e6e335cf90f0;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegkUjkkKC9;impar;NÃO
57101;40000000000000df0c;1180591620717411360524;ce0d3f6aac895b1ddfc83e3987664853ce7e5b25;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegkyYddtGA;impar;NÃO
57102;40000000000000df0d;1180591620717411360525;cea4790ab76ab7c8461f2c0728bff1810ffdcf9b;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegmUW6j8dY;par;NÃO
57103;40000000000000df0e;1180591620717411360526;096416be4907b095d73e0e163b19b2e5a564e4d5;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegmyMrsGiy;par;NÃO
57104;40000000000000df0f;1180591620717411360527;6b8fd458ac30a5e1172d3ce779a420413e2d8dae;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegnUDV8Yqu;par;NÃO
57105;40000000000000df10;1180591620717411360528;cf319f9d2b03977215a5fa8f3093c2cd0f71fc7d;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegny5NtbB9;par;NÃO
57106;40000000000000df11;1180591620717411360529;e2dd37e992d2a220f85625da81c58fcec5ea8977;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegoU1JY4zj;impar;NÃO
57107;40000000000000df12;1180591620717411360530;683ce03755b6d185913511b5109fa367748bc301;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegoxr9WAcq;impar;NÃO
57108;40000000000000df13;1180591620717411360531;50187d97d93eb7766115f19608bd3480c86ff0ad;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegpTniPVT2;impar;NÃO
57109;40000000000000df14;1180591620717411360532;c054f5ed7a610acef2365b52c3d04f7b66eaa688;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegpxeAkTE9;par;NÃO
57110;40000000000000df15;1180591620717411360533;7cc798f78e65b1b8714e0d5ed967952efdcbe94e;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegqTY7uV53;par;NÃO
57111;40000000000000df16;1180591620717411360534;a813ab7c6f6e2dce06bb54f769eb843f5a78458c;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegqxNGUU1W;impar;NÃO
57112;40000000000000df17;1180591620717411360535;9a41274f36d26d74279ccc61e72aacf3805ba1b2;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegrTJB5Mou;impar;NÃO
57113;40000000000000df18;1180591620717411360536;d4a3e58c4d5e1eea16a2ab1597253a47751958f3;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegrxAVTGn1;par;NÃO
57114;40000000000000df19;1180591620717411360537;70428f509bbdff180cd845d09930a4ea44356b6e;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegsT36kQTp;impar;NÃO
57115;40000000000000df1a;1180591620717411360538;4b28d72e3a3efc8a7e233cb79889836840391b68;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegswxjBqAN;par;NÃO
57116;40000000000000df1b;1180591620717411360539;05c556be97d22a54b0c93efdaada38d6f0515bdc;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegtSsBgftx;impar;NÃO
57117;40000000000000df1c;1180591620717411360540;7c6b016080b8bd1e221cc8d16bf7bfcd09614313;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegtwfMzEsP;impar;NÃO
57118;40000000000000df1d;1180591620717411360541;69e73fb61aca361b50c1bf0683637c2368478b32;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageguSdtpjev;impar;NÃO
57119;40000000000000df1e;1180591620717411360542;2fcb4a3e32d54f6df18d32bfb452f8b54b674a80;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageguwUY2EvC;impar;NÃO
57120;40000000000000df1f;1180591620717411360543;25d809bc28843c312fff64ccb8376efc02d344fd;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegvSMQkmUz;impar;NÃO
57121;40000000000000df20;1180591620717411360544;92b65a79561ad34f63b552ba80d456da24a8d29a;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegvwBu42R3;impar;NÃO
57122;40000000000000df21;1180591620717411360545;9bf273126d5b48096f7c86475cff98853d7799e9;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegwS84nDRC;impar;NÃO
57123;40000000000000df22;1180591620717411360546;535d05c43327c99d278dd91d9087e0bb362e4a22;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegwvy6JjqM;par;NÃO
57124;40000000000000df23;1180591620717411360547;0fddf5245f6ebcaf317d2a26df998a1d249a7941;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegxRqi5xdo;impar;NÃO
57125;40000000000000df24;1180591620717411360548;928e3e14843a7092824ac5d5495fd782449270c5;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegxvpNx9GJ;par;NÃO
57126;40000000000000df25;1180591620717411360549;8e599fd071ce30fd681747af8d0165fd6cf2d47a;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegyReBeCwG;par;NÃO
57127;40000000000000df26;1180591620717411360550;7073643658e338641b56755e7c0e1e0e26bcdc3f;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegyvVzCQuu;impar;NÃO
57128;40000000000000df27;1180591620717411360551;ad9278646a48dae0695a0566ec7c116bbee30dbf;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegzRQwx4a4;par;NÃO
57129;40000000000000df28;1180591620717411360552;9a44ade78f1a712b66a63115dd6e2e147f72bcc3;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagegzvG4YQPa;par;NÃO
57130;40000000000000df29;1180591620717411360553;1e1d8bded503943b317c9abc586540620db69571;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageh1R9LmSps;par;NÃO
57131;40000000000000df2a;1180591620717411360554;98ffba0a885d9ce0c286808ad850d2522e4b7e6c;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageh1v2etWa6;par;NÃO
57132;40000000000000df2b;1180591620717411360555;9d6f1c785eb6ed7525689f5218432a314dee2eb8;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageh2QzHrqBX;par;NÃO
57133;40000000000000df2c;1180591620717411360556;3ff37cc59f0251a30af02188a61db0c2e841bb6a;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageh2uofQ3By;impar;NÃO
57134;40000000000000df2d;1180591620717411360557;c325ef45aa02538064985f93add902d6fa95f731;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageh3QmL1zD7;par;NÃO
57135;40000000000000df2e;1180591620717411360558;52e5a25b43ef2508ebcce03d21a905fd74cd25cf;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageh3uaMKg4A;impar;NÃO
57136;40000000000000df2f;1180591620717411360559;8f14218b54b7a39c416b71071182548833aea222;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageh4QSxsHkT;impar;NÃO
57137;40000000000000df30;1180591620717411360560;1394389cd2437eb782550d4b5e0f83348e57ccb9;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageh4uLc1xwE;impar;NÃO
57138;40000000000000df31;1180591620717411360561;5a1c9266b90acafabded6c2a1a5d20250419bfea;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageh5QFVpZMM;impar;NÃO
57139;40000000000000df32;1180591620717411360562;5d5055f4b8a96be6d42537f0f2a126a22fd3be8c;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageh5u61i8Da;par;NÃO
57140;40000000000000df33;1180591620717411360563;a77af7229acd3839e34e093c309b429d52f1daff;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageh6Px3tqLD;impar;NÃO
57141;40000000000000df34;1180591620717411360564;68d6929f451d6210ee810b5150ea356489f46e71;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageh6trUkFRx;par;NÃO
57142;40000000000000df35;1180591620717411360565;175246671004dc2dc62d97d20feeec4e59d35ff2;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageh7Pm1C5qT;par;NÃO
57143;40000000000000df36;1180591620717411360566;005039f7e8ad3746952bcaccbdaaa68ebbc54463;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageh7tbtozE2;impar;NÃO
57144;40000000000000df37;1180591620717411360567;567db2c8c33a1cc503c0ec4893431509e063936d;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageh8PUip5cU;par;NÃO
57145;40000000000000df38;1180591620717411360568;ff63d3563ea75ccacd3493a29538d9facc60a7f7;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageh8tPQE8uN;impar;NÃO
57146;40000000000000df39;1180591620717411360569;f115b6380487c44c4440a116baaf3a40779050fb;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageh9PFnbtQ5;impar;NÃO
57147;40000000000000df3a;1180591620717411360570;531954c6fa1aaa3a2368ee9015039a675f7c2c72;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageh9tEd6M6x;impar;NÃO
57148;40000000000000df3b;1180591620717411360571;7a24db4a3080ddabdf28aa4e2916b12ec6b2cfdf;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehAP369TrY;impar;NÃO
57149;40000000000000df3c;1180591620717411360572;c3170829829d1242bb4392cb22128d84cf77c868;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehAsxpjZjm;par;NÃO
57150;40000000000000df3d;1180591620717411360573;3a98ad619d7ef03d3ef8cfff39c5a4fbecf919be;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehBNoBZtNA;par;NÃO
57151;40000000000000df3e;1180591620717411360574;deff68fe9a308fc283a81f52e994374b2074c228;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehBsgJsUm5;impar;NÃO
57152;40000000000000df3f;1180591620717411360575;55b6dd7ef3f5109fd269242d4a9c688dd7b44fc9;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehCNaVKpHr;impar;NÃO
57153;40000000000000df40;1180591620717411360576;babfde1b2b156fd638a996e4ccd2c4fe234f7add;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehCsWwUabY;par;NÃO
57154;40000000000000df41;1180591620717411360577;a84015a1e6431eb5ec866e1327ddb16d322fca88;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehDNLcKTE1;par;NÃO
57155;40000000000000df42;1180591620717411360578;b06709ce1cee1e445719715a2aa5957363dd881d;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehDsBdfc1h;par;NÃO
57156;40000000000000df43;1180591620717411360579;2cd4f756f3f073f368a0b9301d534a42d6bc5061;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehEN7bqHr8;impar;NÃO
57157;40000000000000df44;1180591620717411360580;80b402cb236f6ab39a3962942759981c8f090bcd;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehErz9mRJL;par;NÃO
57158;40000000000000df45;1180591620717411360581;b095c0c2bf7ba1179523cf7012d1b88f8cd50e58;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehFMrZsgq5;par;NÃO
57159;40000000000000df46;1180591620717411360582;e133a2935beb1c64c51dcd44bc39b40681d5ff4c;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehFrkRL6e3;par;NÃO
57160;40000000000000df47;1180591620717411360583;fe8273bc32d5c26cd4e9017742be7b8aa8f571e2;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehGMhR5kvx;par;NÃO
57161;40000000000000df48;1180591620717411360584;afcba83adeb800b8156c44bf30d53a188ba1b468;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehGrXaakey;impar;NÃO
57162;40000000000000df49;1180591620717411360585;cdffd66e9582c4a1e1d5741825968d6861150fc0;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehHMMzFJDx;impar;NÃO
57163;40000000000000df4a;1180591620717411360586;d4b6b99902c4f6cab3e48b878d134000c6c68618;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehHrJc7aRW;par;NÃO
57164;40000000000000df4b;1180591620717411360587;c38a24f13f19b1051afeda7cba2e149498a4bf15;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehJMAQgjos;impar;NÃO
57165;40000000000000df4c;1180591620717411360588;919f5f6ade8ca4e8592b7c329c442a81ecbcd5c4;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehJr6GmN4x;par;NÃO
57166;40000000000000df4d;1180591620717411360589;02eaba0ebf09c29eca3c2c20d04f33b7c4ab7c27;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehKLyFsdcD;impar;NÃO
57167;40000000000000df4e;1180591620717411360590;ae37b644a471ef992bc570219418c8a4bc53c6c2;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehKqrQA3EX;impar;NÃO
57168;40000000000000df4f;1180591620717411360591;c63367602f5659d046f57ef55b404ef43d47ad01;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehLLksArBw;impar;NÃO
57169;40000000000000df50;1180591620717411360592;bd3378061663f5aeb87a9c559177a703da0f9b0b;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehLqbVG6qP;impar;NÃO
57170;40000000000000df51;1180591620717411360593;f01625512ce223a1acd4321e1000f1890f758638;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehMLVUYwrn;par;NÃO
57171;40000000000000df52;1180591620717411360594;94b7b50fef227264f758605667f582ac8ec48620;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehMqKApnDn;par;NÃO
57172;40000000000000df53;1180591620717411360595;1e0169152d367033db111e2d6fccbb4506bf0923;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehNLEAfqQ4;impar;NÃO
57173;40000000000000df54;1180591620717411360596;27121a1f8d12893d97e1465537e13b6eb9a26455;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehNq6BRA6Q;impar;NÃO
57174;40000000000000df55;1180591620717411360597;b1b2567894fbdb5360751597d269e9490b9e6d4f;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehPL3oaLSV;impar;NÃO
57175;40000000000000df56;1180591620717411360598;d8eada1b950c011364d1ded1458c9ebf79fd24c9;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehPpq1ttcD;par;NÃO
57176;40000000000000df57;1180591620717411360599;bfaca473e726e401655a9d3069090c9b83177197;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehQKkxwmSb;impar;NÃO
57177;40000000000000df58;1180591620717411360600;4b59ec344bf2fb9a3ebe9ea046b9123f2f2a0269;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehQpeDap1p;impar;NÃO
57178;40000000000000df59;1180591620717411360601;69f13c91247d6bd10e36520083a581f29ecc4c6a;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehRKaU21pA;impar;NÃO
57179;40000000000000df5a;1180591620717411360602;522153d2ef19f106cc754c0207728c42d0c39ab1;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehRpNer8LZ;par;NÃO
57180;40000000000000df5b;1180591620717411360603;81dbc76f11716e58a7ac5dccc804db1b4c0a825f;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehSKGYcxjk;impar;NÃO
57181;40000000000000df5c;1180591620717411360604;92f929cbe446bf3e04699c4b8ec990c8e9d92a4a;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehSpCyzNya;par;NÃO
57182;40000000000000df5d;1180591620717411360605;34a994a91740bc0a755b6ba7a3c3065fbf9bf110;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehTK1UQNnD;impar;NÃO
57183;40000000000000df5e;1180591620717411360606;dcfba92d6eb53abab103b0dd4b89a1878cefb480;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehTox9Fhzt;par;NÃO
57184;40000000000000df5f;1180591620717411360607;3dafa529d9b9d28a14920def414ef53ac7de65a6;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehUJnmPiu4;par;NÃO
57185;40000000000000df60;1180591620717411360608;73713c44b2df7a2227d58b33eb937c304d561597;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehUogeZKNM;par;NÃO
57186;40000000000000df61;1180591620717411360609;a4da96144b37003ac52dcff95bb59fe31fadfcc2;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehVJamcvrD;par;NÃO
57187;40000000000000df62;1180591620717411360610;82be35394de343be26cb05de53b46df6bf16714e;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehVoV9uMEp;impar;NÃO
57188;40000000000000df63;1180591620717411360611;b461209465f5876519ccd355d8d2a436d8fb2c15;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehWJNohxPY;impar;NÃO
57189;40000000000000df64;1180591620717411360612;da029460cc300bdb44096a10e32e65d461f8c51c;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehWoGX7VAd;par;NÃO
57190;40000000000000df65;1180591620717411360613;e50d4dce281eb50ecd5153e657e1dea51eb97a62;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehXJB6cGD8;impar;NÃO
57191;40000000000000df66;1180591620717411360614;cfffea920e8e0e9d976a1adab4a27d8253e63aaf;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehXnyCE2vs;impar;NÃO
57192;40000000000000df67;1180591620717411360615;15c72b29eeb3415391c924834ee20af5e34324e6;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehYHsomFLx;par;NÃO
57193;40000000000000df68;1180591620717411360616;e579380575e8f754dd390d2edacdc2e736b80abd;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehYnk6ttEr;par;NÃO
57194;40000000000000df69;1180591620717411360617;bc341f6d00d267c0e395c4fbf4f1f62b281afc98;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehZHdYvvga;impar;NÃO
57195;40000000000000df6a;1180591620717411360618;903f9b7542cadc27251dec1787373027f579a5f6;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehZnXeyGh3;impar;NÃO
57196;40000000000000df6b;1180591620717411360619;da479af0a6a1d4e91122579d453257b7ad9df6e9;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehaHQuG2jS;par;NÃO
57197;40000000000000df6c;1180591620717411360620;b33b7d45356f71e4e3088191a8e2bdf3af3527bb;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehanGWhJNP;impar;NÃO
57198;40000000000000df6d;1180591620717411360621;ca9fa2a96dc303ab3da9b45716274ca35c8cc6e5;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehbHBBW4fE;impar;NÃO
57199;40000000000000df6e;1180591620717411360622;aea72379f1b7a573c05578da6a70f697970ca893;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehbn7CUsqS;impar;NÃO
57200;40000000000000df6f;1180591620717411360623;fac385e904a506cc6bc86dd8f2242f9eb08bde41;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehcGuytpwa;impar;NÃO
57201;40000000000000df70;1180591620717411360624;baf57bcfb9977bd662fe940a3a2f694e91c16ae5;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehcmoVtwtb;par;NÃO
57202;40000000000000df71;1180591620717411360625;fac0a0b71833b5ce9d58755c294a78d67fd97628;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehdGhisRdL;par;NÃO
57203;40000000000000df72;1180591620717411360626;52fe883f0f66efc44ee00a081ad6f4af92efdf19;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehdme31LQR;impar;NÃO
57204;40000000000000df73;1180591620717411360627;a298ec8bfa16da461ea43d6c68a57e6f083553d1;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTageheGSjL7Gb;impar;NÃO
57205;40000000000000df74;1180591620717411360628;b437f0e0038095b2c1282bd4051412352fadadde;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehemNK9GHR;impar;NÃO
57206;40000000000000df75;1180591620717411360629;5ad427a5c4da34eab36267d84ef9bd498678cb30;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehfGF4puL7;par;NÃO
57207;40000000000000df76;1180591620717411360630;0cb8ad3c5fd802a54eb1ef9b35c7280f7eabd19a;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehfm61HCuf;impar;NÃO
57208;40000000000000df77;1180591620717411360631;7108bdd529142dad0f3316a75dfc47d9efa3be16;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehgG3DGQBY;impar;NÃO
57209;40000000000000df78;1180591620717411360632;ca60c58159bd943e8bdd3cba6fe3195d101edaca;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehgkwBsvUB;impar;NÃO
57210;40000000000000df79;1180591620717411360633;afa7949df5f0466889347ab268a0c76d5a5c4fc8;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehhFmjXjxF;impar;NÃO
57211;40000000000000df7a;1180591620717411360634;74d23af031bea709df88e11546c12ed0f661992f;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehhkenRU9K;par;NÃO
57212;40000000000000df7b;1180591620717411360635;ed9c71526f02c5d2cc014d3b33b1c952ae9c7eb1;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehiFYu9i2Y;par;NÃO
57213;40000000000000df7c;1180591620717411360636;ea68509f92a0dd986d026b9c4684432b48f3d478;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehikPDAB82;par;NÃO
57214;40000000000000df7d;1180591620717411360637;4e72cda505a486cb4b763933a284bcba411c2633;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehjFLpp1ct;impar;NÃO
57215;40000000000000df7e;1180591620717411360638;960d43011883cda8d99fa935347ac09d4a960b61;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehjkBYpaZ3;impar;NÃO
57216;40000000000000df7f;1180591620717411360639;14fcbd9620871d53da1ec8b72478c233bfbd1541;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehkF3goLNG;par;NÃO
57217;40000000000000df80;1180591620717411360640;c571ea7c3c237356c1055b81754d6932020f58ee;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagehkjwVqiHX;par;NÃO
